index,enmo__sum_values,enmo__median,enmo__mean,enmo__length,enmo__standard_deviation,enmo__variance,enmo__root_mean_square,enmo__maximum,enmo__absolute_maximum,enmo__minimum,light__sum_values,light__median,light__mean,light__length,light__standard_deviation,light__variance,light__root_mean_square,light__maximum,light__absolute_maximum,light__minimum,hour__sum_values,hour__median,hour__mean,hour__length,hour__standard_deviation,hour__variance,hour__root_mean_square,hour__maximum,hour__absolute_maximum,hour__minimum,weekday__sum_values,weekday__median,weekday__mean,weekday__length,weekday__standard_deviation,weekday__variance,weekday__root_mean_square,weekday__maximum,weekday__absolute_maximum,weekday__minimum,relative_date_PCIAT__sum_values,relative_date_PCIAT__median,relative_date_PCIAT__mean,relative_date_PCIAT__length,relative_date_PCIAT__standard_deviation,relative_date_PCIAT__variance,relative_date_PCIAT__root_mean_square,relative_date_PCIAT__maximum,relative_date_PCIAT__absolute_maximum,relative_date_PCIAT__minimum,kid_id,peak_movement_hour,peak_light_hour,avg_movement_day,avg_movement_night
180,24378570,8.683115005,118.0074539,206585,375.7737122,141205.8906,393.8675232,2621.333252,2621.333252,0,12449.94824,0.03070899658,0.0602655001,206585,0.1023225784,0.01046991069,0.1187511683,3.468232155,3.468232155,0,2875235,14,13.91792725,206585,4.910757887,24.11554303,14.75886994,23,23,0,25044138,122,121.2292175,206585,6.281114101,39.45239639,121.3918304,135,135,110,790927,4,3.828579035,206585,1.949579201,3.800859062,4.296379463,7,7,1,15f2e240,13,14,0.061826088,0.019760055
181,12132.91309,0.008517025039,0.0315589793,384452,0.1183042079,0.01399588492,0.1224412322,5.311954021,5.311954021,0,5841907,4.466556549,15.19541359,384452,87.48134613,7652.98584,88.79125977,2623.399902,2623.399902,0,58908328,153,153.2267456,384452,6.430185795,41.34729004,153.3616028,164,164,142,4444816,12,11.5614329,384452,6.910205062,47.750934,13.46913749,23,23,0,1552556,4,4.038361096,384452,1.952548432,3.812445378,4.485622111,7,7,1,0bfe4fc9,16,14,0.039648775,0.0069242613
182,30060.3457,0.0319513008,0.08927825838,336704,0.1885741949,0.03556022793,0.2086404413,4.259867191,4.259867191,0,22160048,7.5,65.8146286,336704,253.4231567,64223.29297,261.829834,2657.5,2657.5,0,4571266,14,13.57651231,336704,4.863723589,23.65580715,14.42142481,23,23,0,8529731,26,25.33302498,336704,9.570765495,91.59955597,27.08065224,42,42,8,1334170,4,3.962441789,336704,2.050896936,4.206178242,4.461739926,7,7,1,26190ddd,14,14,0.09276633,0.014349613
183,12388.98438,0.008398000151,0.03493200243,354660,0.09705357254,0.009419395588,0.1031486243,4.208338737,4.208338737,0,4124748,12,11.63014718,354660,6.904986659,47.67884077,13.52550052,23,23,0,7661434,6.515419483,21.60219383,354660,93.62524414,8765.686523,96.08507538,2621.399902,2621.399902,0,3619920,10,10.20673275,354660,5.929253101,35.15604401,11.80395889,20,20,0,1435524,4,4.047606158,354660,1.997867397,3.991474138,4.513822078,7,7,1,9fa5cdfd,15,13,0.04440494,0.0055198832
184,8683.548828,0.01135683898,0.03094426543,280619,0.06346119195,0.004027323332,0.07060361654,2.925210953,2.925210953,0,1135820,4,4.047552019,280619,2.079514602,4.324380979,4.550500887,7,7,1,15235191,54,54.29137421,280619,7.571045876,57.32073212,54.8167305,97,97,42,16905310,5.645078659,60.24292755,280619,267.8869934,71763.44531,274.5772095,2648.5,2648.5,0,3900829,14,13.90080144,280619,5.195590927,26.99416508,14.8400285,23,23,0,224fc39a,13,14,0.03118617,0.026232308
185,13035.71777,0.01320226956,0.03427637741,380312,0.106053099,0.01124725956,0.1114546135,6.937943935,6.937943935,0,8716726,7.699163437,22.91993332,380312,112.2292633,12595.40723,114.5457611,2623.333252,2623.333252,0,4374576,12,11.50259787,380312,6.922022473,47.91439511,13.42475895,23,23,0,33568480,88,88.26563263,380312,6.360944271,40.4616127,88.49452972,99,99,77,1482260,4,3.897484171,380312,2.010897597,4.043709146,4.385668935,7,7,1,4a4a0f78,19,14,0.042711068,0.0089587895
186,6615.17334,0.03299427405,0.08461032063,78184,0.1643603295,0.02701431699,0.1848600209,4.171557903,4.171557903,0,1831670.875,7.925977707,23.42769432,78184,76.03342438,5781.082031,79.56091309,2540.5,2540.5,0,998900,13,12.77627136,78184,4.678656954,21.88983089,13.60598915,23,23,0,3219168,41,41.17425537,78184,5.225557804,27.3064537,41.50452805,77,77,36,306078,4,3.914841911,78184,1.80606823,3.26188245,4.311365171,7,7,1,351cd4ec,15,15,0.08850524,0.013481742
187,21386.20313,0.02861471474,0.07271448523,294112,0.1474303156,0.02173569985,0.1643870324,3.692947149,3.692947149,0,24395082,9.866571426,82.94487,294112,317.348114,100709.8281,328.008667,2639,2639,0,3963853,13,13.47735897,294112,4.976734726,24.76788854,14.36687486,23,23,0,1141587,4,3.881470324,294112,2.083100886,4.3393093,4.405124423,7,7,1,7539748,26,25.63563538,294112,10.53533745,110.9933395,27.71604347,43,43,9,6826f0be,11,11,0.074494675,0.018919587
188,11832.27148,0.009033836424,0.03254522383,363564,0.07855742425,0.006171268877,0.085032098,2.805992126,2.805992126,0,4188120.25,5.040745735,11.5196228,363564,53.22734451,2833.150146,54.45963669,2594.333252,2594.333252,0,4185072,12,11.51123874,363564,6.920548885,47.89399687,13.43140403,23,23,0,3907764,11,10.74849033,363564,6.082177162,36.99288177,12.3500185,21,21,0,1454940,4,4.001881374,363564,1.998587586,3.994352337,4.473187552,7,7,1,c3dde859,13,13,0.041190416,0.006544435
189,7541.536621,0.02083506994,0.07054428011,106905,0.168527782,0.02840161137,0.1826967746,3.47941637,3.47941637,0,405601,4,3.794032085,106905,2.141694551,4.586855549,4.356780349,7,7,1,4699357.5,8.805555344,43.95825577,106905,176.8542023,31277.4082,182.2353973,2603.399902,2603.399902,0,1672495,17,15.64468479,106905,6.093053341,37.12530136,16.78932571,31,31,2,1541006,14,14.41472335,106905,4.952991522,24.53212502,15.24192817,23,23,0,ef9617e7,19,18,0.07267357,0.022699846
190,8872.951172,0.02164361253,0.02284111641,388464,0.0483860597,0.002341210609,0.05350632221,2.666315317,2.666315317,0,5584141.5,7.38913393,14.37492657,388464,75.92790222,5765.045898,77.27667999,2647.5,2647.5,0,1545456,4,3.978376375,388464,1.938483558,3.757718506,4.425516589,7,7,1,17189040,44,44.24873352,388464,6.492990494,42.15892792,44.72258759,55,55,33,4517952,12,11.63029779,388464,6.921582002,47.90829742,13.53410965,23,23,0,3d6143f3,11,13,0.02490539,0.016467925
191,22427.99805,0.02259387262,0.07003518939,320239,0.1565292925,0.02450142056,0.1714827865,4.263289452,4.263289452,0,51626644,12.27192974,161.2128601,320239,452.8043213,205031.75,480.6468201,2639.199951,2639.199951,0,7477287,23,23.34908295,320239,9.715524673,94.39141846,25.28974342,47,47,7,4437886,14,13.85804352,320239,5.112671556,26.13941044,14.7710792,23,23,0,1315360,4,4.107432262,320239,1.979492837,3.91839189,4.559538537,7,7,1,d5b089a4,12,12,0.07211369,0.02522972
192,10745.4541,0.0142713692,0.04556788504,235812,0.1079914868,0.01166216191,0.1172117442,3.894951344,3.894951344,0,2717244,12,11.52292504,235812,6.998514721,48.9792083,13.48172874,23,23,0,13526414,5.385300636,57.36100769,235812,259.5421143,67362.10156,265.8051758,2639.800049,2639.800049,0,943248,4,4,235812,2.025736399,4.103607959,4.483704714,7,7,1,18148536,77,76.96188354,235812,3.956858873,15.65673161,77.06354523,84,84,70,db9eae59,12,15,0.0574409,0.01114793
193,4753.371094,0.01099991146,0.01206672098,393924,0.004473894369,2.00E-05,0.0128694009,0.7660301924,0.7660301924,0,634300.875,1.5,1.610211253,393924,4.820076466,23.23313904,5.081920624,396.7999878,396.7999878,0,1570788,4,3.987540744,393924,1.928615358,3.719557199,4.429451251,7,7,1,104136448,264,264.3566895,393924,6.591207027,43.44400787,264.4388733,276,276,253,4542144,12,11.53050842,393924,6.944168057,48.22147,13.46009266,23,23,0,4a475a9f,5,12,0.011895759,0.012573551
194,1227.011597,0.001934078755,0.002961650025,414300,0.01299891528,0.0001689717901,0.01333203539,1.179653406,1.179653406,0,20983592,1.181805611,50.64830399,414300,86.37736511,7461.049805,100.1314316,304,304,0,1730940,4,4.177986966,414300,2.048727693,4.197285158,4.653263397,7,7,1,4765080,12,11.50152064,414300,6.925529533,47.96295931,13.42564472,23,23,0,4946400,12,11.93917465,414300,6.932950974,48.06580734,13.80614662,24,24,0,fecc07d6,13,9,0.003214288,0.0022047616
195,10626.69336,0.01583639719,0.02630734257,403944,0.07949253917,0.006319064181,0.08373255283,4.029006004,4.029006004,0,2506210.5,2.79267168,6.204351425,403944,9.583298683,91.8396225,11.41637516,278,278,0,4688940,12,11.60789614,403944,6.92583941,47.96725154,13.51704496,23,23,0,1631604,4,4.039183649,403944,2.102204925,4.419265545,4.553489881,7,7,1,48786200,121,120.7746582,403944,6.752144814,45.59145737,120.9632797,132,132,109,3875d4de,21,16,0.030631572,0.013051635
196,5655.916016,0.01046638284,0.05827957392,97048,0.1972837299,0.03892086819,0.2057118863,6.307294369,6.307294369,0,404536,5,4.168411508,97048,2.181598375,4.759371469,4.704787558,7,7,1,5327295.5,7.059159756,54.89340973,97048,230.9712067,53347.69922,237.4046783,2618,2618,0,1122450,12,11.56592614,97048,7.051600243,49.72506599,13.54605896,23,23,0,-113380,-1,-1.168287873,97048,1.677284479,2.813283205,2.044059515,2,4,-4,012cadd8,15,13,0.07737654,0.0043880837
197,20988.13672,0.01444434188,0.05524880439,379884,0.1677818745,0.02815075777,0.1766442657,4.835141659,4.835141659,0,13759282,10.41954613,36.21969223,379884,130.0580902,16915.10742,135.007309,2628.25,2628.25,0,4940208,13,13.00451756,379884,6.359362125,40.44148636,14.47615147,24,24,2,4368588,11,11.49979467,379884,6.924687592,47.95129825,13.42373181,23,23,0,1528116,4,4.022585842,379884,1.960365168,3.843031592,4.474843958,7,7,1,dd747bba,11,11,0.0705119,0.009503808
198,11644.24902,0.007582051214,0.02952186204,394428,0.07669594884,0.005882268772,0.08218155801,3.49766016,3.49766016,0,24567430,13,62.28622055,394428,219.5849457,48217.55078,228.2479401,2664.600098,2664.600098,0,1572444,4,3.98664395,394428,1.927708173,3.7160588,4.428248953,7,7,1,4546920,12,11.52788342,394428,6.940307577,48.16786926,13.45585246,23,23,0,4475340,11,11.34640503,394428,6.599576473,43.55440903,13.12613201,23,23,0,36c060b9,13,13,0.03705331,0.007155841
199,9000.955078,0.004211972468,0.02390082553,376596,0.0776008144,0.006021886598,0.08119812608,3.307165384,3.307165384,0,4319952,11,11.47105121,376596,6.946932301,48.2598684,13.41062579,23,23,0,8524690,5.721713066,22.63616753,376596,81.37784576,6622.354004,84.467453,2634.25,2634.25,0,1474296,4,3.914794634,376596,2.013593045,4.054556953,4.402291901,7,7,1,9086748,24,24.12863731,376596,6.302508831,39.72161865,24.93818092,35,35,13,2bbcfd43,15,14,0.030179907,0.0052990555
200,14437.0332,0.008464060724,0.03658798337,394584,0.1076549292,0.01158958394,0.1137025356,4.248437405,4.248437405,0,4542480,12,11.51207347,394584,6.944976745,48.23270199,13.44472155,23,23,0,6969623.5,6.890973091,17.66321945,394584,78.8039093,6210.056641,80.75919342,2621.25,2621.25,0,1512528,4,3.833221823,394584,2.008250337,4.033069414,4.327430989,7,7,1,4510116,11,11.43005276,394584,6.603647232,43.60815811,13.20053959,23,23,0,73ec551e,14,12,0.046472386,0.007218899
201,14614.88086,0.00380774308,0.03528732434,414168,0.1063890159,0.01131862309,0.1120884418,5.148704052,5.148704052,0,4763676,12,11.50179637,414168,6.926610518,47.97793326,13.42643858,23,23,0,29711258,12.60000038,71.73721313,414168,242.3103485,58714.30469,252.7063904,2617.800049,2617.800049,0,1730868,4,4.179144695,414168,1.960387012,3.843117238,4.616098744,7,7,1,24828192,60,59.94715118,414168,6.930811405,48.03614426,60.34648132,72,72,48,ed711416,16,16,0.045919664,0.0034469229
202,14535.31445,0.01672089845,0.03732976317,389376,0.06906297803,0.004769694991,0.0785060972,2.651622295,2.651622295,0,4471344,11,11.48335799,389376,6.976854463,48.67649819,13.43666658,23,23,0,5633703,4.385074615,14.4685421,389376,90.60064697,8208.477539,91.74865723,2618.199951,2618.199951,0,1585152,4,4.071005917,389376,1.954584853,3.820401947,4.515915314,7,7,1,5269824,14,13.53402328,389376,6.513551235,42.42634964,15.01985931,25,25,2,215ca39b,10,14,0.048086807,0.0059316736
203,14935.46875,0.02055000514,0.04423030466,337675,0.08520291746,0.007259536535,0.09599925578,2.901164293,2.901164293,0,30343640,8.743802071,89.86048889,337675,302.6924133,91622.70313,315.7492981,2633,2633,0,4680570,14,13.86116828,337675,4.876930817,23.78445419,14.69409543,23,23,0,1364847,4,4.041895314,337675,1.931193945,3.729510053,4.47955665,7,7,1,71438504,212,211.5599365,337675,9.273728371,86.00203705,211.7630768,228,228,195,1c063ebc,16,13,0.04548217,0.019363862
204,19720.12891,0.03363602236,0.08991897106,219310,0.1981811374,0.03927576542,0.2176262587,4.873168468,4.873168468,0,2856770,13,13.026173,219310,4.630723412,21.44359932,13.82478869,23,23,0,4133326.75,4.75,18.84696007,219310,101.4648895,10295.12305,103.2004242,2624.5,2624.5,0,810655,4,3.696388674,219310,2.021192087,4.085217454,4.212897658,7,7,1,9200785,42,41.95333099,219310,6.785688877,46.04557419,42.49856186,60,60,31,1e5f6199,16,10,0.09256285,0.03672355
205,5499.232422,0.02618190832,0.06248346716,88011,0.1239145622,0.01535481866,0.138776809,4.940115929,4.940115929,0,1177648,14,13.38069105,88011,4.882884857,23.84256452,14.24378663,23,23,0,407785,5,4.633341287,88011,2.147692168,4.612581647,5.10690054,7,7,1,3442635,38,39.11596298,88011,3.554589748,12.63510799,39.27714157,46,46,34,4524200.5,8.560475349,51.40494537,88011,185.1519012,34281.22656,192.1553802,2638.199951,2638.199951,0,d19e1025,8,13,0.0642601,0.019379644
206,566680.875,7.477724075,54.34223938,10428,236.968277,56153.96094,243.1194,2524.25,2524.25,0,1324764,127,127.0391235,10428,0.1938933432,0.03759463131,127.0392685,128,128,127,379.9614868,0.02633722126,0.03643665835,10428,0.08111813664,0.006580151618,0.08892571181,2.402974129,2.402974129,0,165720,16,15.89182969,10428,5.074114909,25.74664211,16.68223285,23,23,0,21264,2,2.039125432,10428,0.1938933525,0.03759463214,2.048323011,3,3,2,73ffa609,19,13,0.036974788,0.023220904
207,3324.78833,0,0.008088328876,411060,0.02678792737,0.0007175930659,0.02798239328,1.938331604,1.938331604,0,4416750.5,6.2986269,10.7447834,411060,20.69618416,428.3320618,23.3191433,2515.75,2515.75,0,4715940,11,11.47263173,411060,6.945348499,48.23786578,13.41115747,23,23,0,1674972,4,4.074762808,411060,1.914837947,3.666604363,4.50225458,7,7,1,48969272,119,119.1292572,411060,6.877257824,47.29667282,119.3276062,131,131,107,d0ac4f1c,17,13,0.009541849,0.003779073
208,13665.23828,0.008866781369,0.04844815657,282059,0.1453097463,0.0211149212,0.1531735808,4.136815548,4.136815548,0,6104231,7.760349751,21.64168167,282059,111.2331161,12372.80566,113.3188705,2633.399902,2633.399902,0,3261425,12,11.56291769,282059,6.874962679,47.26511184,13.45236698,23,23,0,1052553,3,3.731676706,282059,1.985921012,3.943882266,4.227208689,7,7,1,9344707,33,33.13032913,282059,4.724790573,22.32364464,33.46553802,41,41,25,350cf38b,12,13,0.06260344,0.0048397626
209,7718.912598,0.008240094408,0.01989246346,388032,0.03807612509,0.001449791365,0.04295930266,4.082265854,4.082265854,0,4487700,12,11.56528328,388032,6.88148998,47.35490435,13.45773687,23,23,0,4871525,3.650000095,12.55444145,388032,79.20272827,6273.072754,80.1915741,2607.399902,2607.399902,0,1541868,4,3.973558882,388032,1.940738107,3.7664644,4.422175323,7,7,1,4319304,11,11.13130856,388032,6.489672661,42.11585236,12.88494873,22,22,0,6dfe4a75,15,15,0.024476526,0.0057605826
210,451442.375,10.96729565,31.20066261,14469,136.5113983,18635.36328,140.0315857,2549,2549,0,49621,4,3.429469901,14469,1.930495832,3.726814157,3.935489545,7,7,1,450.6108093,0.01765367016,0.03114319034,14469,0.05788539723,0.003350719344,0.06573140621,2.062745571,2.062745571,0,892946,69,61.71442413,14469,12.42672634,154.4235229,62.95310593,77,77,44,190275,14,13.15052872,14469,5.720033945,32.71878834,14.34068317,23,23,0,25a3a723,21,13,0.031675868,0.02704682
211,450.6947021,0.01530530769,0.02801608108,16087,0.04690570012,0.002200144809,0.05463557318,1.425366402,1.425366402,0,280369.625,9.629047394,17.42833519,16087,18.43678093,339.9148865,25.37049294,166,166,0,230947,16,14.35612606,16087,6.20820834,38.5418508,15.64097843,23,23,0,77732,6,4.83197613,16087,2.128302581,4.529671877,5.279930416,7,7,1,432701,26,26.8975563,16087,6.990412235,48.8658638,27.7910862,57,57,21,8a645723,6,15,0.028456977,0.024245176
212,10530.48145,0.02297111973,0.02505682409,420264,0.008182927035,6.70E-05,0.02635915577,1.219760776,1.219760776,1.06E-05,182637,0,0.4345768392,420264,1.755081058,3.080309391,1.808083534,164.3999939,164.3999939,0,1724580,4,4.103563474,420264,1.911879845,3.655284543,4.527087113,7,7,1,4871172,12,11.59074296,420264,6.925748783,47.9659962,13.50227087,23,23,0,8103672,19,19.28233719,420264,7.025037289,49.35115051,20.52217484,31,31,7,68be3d5c,15,14,0.025162805,0.02473323
213,1077.374268,0.0016607414,0.002937289421,366792,0.01058652438,0.0001120744928,0.01098645199,0.8527812958,0.8527812958,0,9944322,27.82404327,27.11161041,366792,22.06204605,486.7338867,34.9538765,2497.199951,2497.199951,0,1471080,4,4.010665445,366792,1.991956303,3.967889912,4.478094151,7,7,1,4222560,12,11.51213767,366792,6.88814027,47.44647638,13.41550558,23,23,0,20741134,57,56.54740143,366792,6.139751434,37.69654846,56.8797493,67,67,46,709457f3,9,11,0.00330221,0.0018267919
214,19466.17188,0.01011022273,0.05015400052,388128,0.1350914687,0.01824970357,0.1441011131,4.9379282,4.9379282,0,4491564,12,11.57237818,388128,6.964501707,48.50428403,13.50645108,23,23,0,41031612,6.75,105.7167053,388128,369.4789734,136514.7031,384.305481,2631.600098,2631.600098,0,1497672,4,3.858706406,388128,2.01130161,4.045334166,4.351430718,7,7,1,21879274,56,56.37128448,388128,6.490156174,42.12212753,56.74367905,68,68,45,4aa87859,11,11,0.06535814,0.0044285483
215,1195.422607,8.04E-05,0.002866590163,417019,0.02167884819,0.0004699724377,0.02186755091,3.348221779,3.348221779,0,4799321,12,11.5086387,417019,6.904399231,47.67072874,13.42086038,23,23,0,4661855,0.5693465471,11.17899895,417019,87.27082062,7616.196777,87.98389435,2641.5,2641.5,0,9201262,22,22.06437111,417019,6.977882385,48.69084549,23.14146423,34,34,10,1590223,4,3.813310665,417019,1.959635673,3.840171971,4.287366347,7,7,1,47350ac6,12,12,0.0034878748,0.000988962
216,16877.03516,0.008321173489,0.04453654587,378948,0.1248328537,0.01558324043,0.1325395852,3.751628399,3.751628399,0,1490508,4,3.933278445,378948,1.9852716,3.941303324,4.405903159,7,7,1,11705490,5.603657722,30.88943672,378948,126.8961105,16102.62305,130.6016083,2656.5,2656.5,0,4359924,12,11.50533582,378948,6.932516271,48.05978185,13.43251779,23,23,0,41658272,110,109.931366,378948,6.343328953,40.23781967,110.1142349,121,121,99,b7a61f8d,15,13,0.057762075,0.0050286036
217,1076.728271,0.03180120885,0.02255778573,47732,0.01477702614,0.0002183604956,0.02696690895,0.1401380748,0.1401380748,0,-453448,-9,-9.499874115,47732,0.8956373334,0.8021662831,9.542000771,-8,11,-11,1070449.75,22.1654129,22.42625046,47732,14.29434681,204.3283386,26.59445572,75,75,0,546996,11.5,11.45973351,47732,7.181672403,51.5764185,13.52412329,23,23,0,117720,2,2.466270008,47732,1.932114323,3.733065757,3.132978376,7,7,1,4950e24c,15,14,0.022985937,0.021409044
218,7234.158691,0.004744726233,0.01975979283,366105,0.0457527414,0.002093313495,0.04983736575,3.572733879,3.572733879,0,5007862.5,7.133553028,13.67876053,366105,34.78561401,1210.03894,37.37842941,2015,2015,0,4233165,12,11.56270742,366105,6.924783561,47.95262737,13.47771606,23,23,0,3951549,11,10.79348564,366105,6.121807098,37.47652435,12.40869999,21,21,0,1467645,4,4.008808948,366105,1.993362877,3.973495558,4.477057599,7,7,1,bb0d7d92,15,19,0.024143884,0.006451675
219,41917004,6.865581512,112.0907364,373956,382.8780518,146595.5938,398.9485474,2649,2649,0,10651.00684,0.01379440725,0.02848197892,373956,0.07698262483,0.00592632452,0.08208256215,5.155007362,5.155007362,0,20582230,55,55.03917694,373956,6.258031845,39.16296005,55.3938179,66,66,44,4294776,11,11.48470943,373956,6.970830676,48.59248031,13.43469505,23,23,0,1490952,4,3.986971729,373956,1.973419546,3.894384704,4.44863218,7,7,1,08660d12,18,17,0.03249132,0.016715687
220,6331.851074,0.01726596057,0.04047592357,156435,0.1083064154,0.01173027977,0.1156225726,5.131007671,5.131007671,0,578015,4,3.694921213,156435,1.820487833,3.314175951,4.119055562,7,7,1,1985710,14,12.69351482,156435,6.893734932,47.52358246,14.44468307,48,48,0,9330575,6,59.64506149,156435,245.4244385,60233.15625,252.5681458,2637.199951,2637.199951,0,2187482,14,13.98332854,156435,4.644989713,21.57592943,14.73463289,23,23,0,1957153d,14,11,0.041177683,0.01785503
221,9396.241211,0,0.02278738469,412344,0.1144464388,0.01309798751,0.1166929826,5.214966297,5.214966297,0,4741236,11,11.49825389,412344,6.941670375,48.18678759,13.43118126,23,23,0,10777005,0.4804879427,26.13595772,412344,170.3507385,29019.37305,172.3440094,2635,2635,0,1575900,4,3.821808975,412344,1.963507482,3.855361631,4.296694715,7,7,1,84948608,206,206.0139313,412344,6.900309086,47.61426544,206.1295013,218,218,194,da19c97e,16,15,0.029777193,0.0019781296
222,20071.32031,0.01104232296,0.04838887975,414792,0.1198690757,0.01436859462,0.1292674392,4.035054207,4.035054207,0,6633792,16,15.9930563,414792,6.94141531,48.18324661,17.43448257,28,28,4,4424665,3.651961803,10.6671896,414792,38.15402985,1455.729858,39.61715317,2508.800049,2508.800049,0,4770072,11,11.49991321,414792,6.921588881,47.90839263,13.42223515,23,23,0,1580940,4,3.81140427,414792,1.965444879,3.86297357,4.288330221,7,7,1,c8fbbc8a,14,12,0.06267509,0.0055203238
223,11905.93652,0.008804816753,0.02860113233,416275,0.07238569856,0.005239689723,0.07783131301,3.078876019,3.078876019,0,1652126,4,3.968833103,416275,1.899372079,3.607614295,4.399914828,7,7,1,9357875,5.282995224,22.48003197,416275,110.3404007,12175.00391,112.6070938,2605.75,2605.75,0,4797055,12,11.52376434,416275,6.920279188,47.89026404,13.44200166,23,23,0,25086282,60,60.26372528,416275,6.960968971,48.45508957,60.66443253,72,72,48,ffcd4dbd,11,11,0.036738217,0.004067837
224,11566.64648,0.01000771206,0.03084143065,375036,0.07160788774,0.005127689335,0.07796718925,4.146104336,4.146104336,0,4304304,11,11.4770422,375036,6.962310781,48.47377141,13.42372039,23,23,0,22158706,7.337575912,59.08420944,375036,227.1699219,51606.17578,234.7277832,2638.199951,2638.199951,0,15778044,42,42.07074356,375036,6.276556015,39.39515686,42.53637314,53,53,31,1470960,4,3.92218347,375036,2.01467078,4.058898352,4.409356135,7,7,1,9fb96ae3,18,15,0.038546164,0.008142606
225,13473.54004,0.008794266731,0.03490735218,385980,0.08876018226,0.007878370583,0.09537763894,2.732824326,2.732824326,0,1513740,4,3.92180942,385980,1.967071938,3.86937201,4.387477765,7,7,1,6028304,3.056038141,15.61817741,385980,83.30578613,6939.854492,84.75718689,2600.600098,2600.600098,0,4474920,12,11.5936577,385980,6.91740058,47.85043078,13.50049368,23,23,0,20169296,52,52.25476837,385980,6.453596115,41.64890289,52.6517868,63,63,41,38cccd6d,15,12,0.044314828,0.0061088526
226,2714.135254,0.006364343688,0.01032736711,262810,0.03189528733,0.00101730926,0.0335255675,2.698322773,2.698322773,0,7444992,1.928162575,28.32842064,262810,185.1363983,34275.48438,187.2911682,2610.199951,2610.199951,0,3030600,12,11.53152468,262810,6.881838019,47.35969452,13.42891492,23,23,0,9091740,35,34.59434509,262810,4.406878471,19.420578,34.87390518,42,42,27,1021558,4,3.887059092,262810,1.961923695,3.849144583,4.354121377,7,7,1,19098ef0,8,10,0.011445857,0.006909589
227,18201.22656,0.01932298765,0.04544898123,400476,0.1076767445,0.0115942806,0.1168755367,4.597887039,4.597887039,0,1610076,4,4.020405717,400476,1.916976812,3.674800099,4.454038867,7,7,1,27151536,7.75,67.79815674,400476,269.9671936,72882.28125,278.3502502,2637.5,2637.5,0,4622676,12,11.54295388,400476,6.914266399,47.80707984,13.45536563,23,23,0,17915160,45,44.73466492,400476,6.6979146,44.86206055,45.23331451,56,56,33,cb3b7c3c,14,13,0.056400865,0.012258671
228,274.7438049,0.01914983615,0.02532667853,10848,0.02688416652,0.0007227584138,0.03693506494,0.8088796139,0.8088796139,0,153122.7969,11.43177223,14.11530209,10848,26.26644516,689.9261475,29.81892014,346.6000061,346.6000061,0,136839,15,12.6142146,10848,6.345265755,40.2623975,14.12022689,23,23,0,45948,5,4.235619469,10848,2.127606779,4.526710604,4.739956001,7,7,1,629483,64,58.02756119,10848,15.02462006,225.7391968,59.94111633,68,68,27,11739de2,17,17,0.024227507,0.028811825
229,12477.1582,0.007937775925,0.02896437608,430776,0.09192433208,0.008450083435,0.09637954831,4.427242279,4.427242279,0,4954824,12,11.50208925,430776,6.931829705,48.05026306,13.42938272,23,23,0,1653192,4,3.837706836,430776,1.933778029,3.739497466,4.297381904,7,7,1,20304932,4.496181488,47.13570786,430776,241.4667206,58306.17578,246.0242767,2649.333252,2649.333252,0,5372100,12,12.47075081,430776,7.207887173,51.95363617,14.40393257,25,25,0,fdc11b96,11,12,0.036391106,0.0067683305
230,17573.83594,0.02473854087,0.06173384562,284671,0.1223586872,0.01497164834,0.1370500475,3.990917444,3.990917444,0,1134148,4,3.984065816,284671,2.061440324,4.24953621,4.485790526,7,7,1,8351982,29,29.33906937,284671,7.50212431,56.2818718,30.28304482,43,43,15,8663911,7.315270901,30.43482208,284671,131.858429,17386.64648,135.3252411,2645,2645,0,3769018,13,13.23990853,284671,5.003552822,25.03554084,14.15382346,23,23,0,6247cc15,18,14,0.063177146,0.032414626
231,9445.655273,0.004349947441,0.02512382902,375964,0.07925469428,0.006281306501,0.08314153552,3.115641117,3.115641117,0,1511716,4,4.020906257,375964,1.970092477,3.881264368,4.477605554,7,7,1,6027810,5.061470985,16.03294373,375964,53.52083969,2864.480225,55.87071228,2543.800049,2543.800049,0,4315864,11,11.4794608,375964,6.955652476,48.38110137,13.42233667,23,23,0,22586838,60,60.07712936,375964,6.292504787,39.5956192,60.40576172,71,71,49,1911731d,11,11,0.032372203,0.0036987397
232,44.03227234,0.0245766826,0.03684708849,1195,0.06846714765,0.004687750712,0.07775254548,1.786410093,1.786410093,0,42055.375,13.64414406,35.19278336,1195,77.65959167,6031.012207,85.2616272,1526.599976,1526.599976,0,14935,12,12.49790795,1195,2.016406508,4.065895205,12.65952599,23,23,1,4458,3,3.730543933,1195,1.229768542,1.512330666,3.928013328,7,7,1,121011,104,101.2644348,1195,24.99901772,624.9509277,104.3045349,130,130,75,f8ff0bc8,12,12,0.036972154,0.022026392
233,9124.232422,0.02296057716,0.05355853587,170360,0.1111146659,0.01234646887,0.1233490333,4.304540634,4.304540634,0,18654006,11.68461323,109.4975662,170360,358.7258606,128684.2422,375.0652771,2631.75,2631.75,0,650733,4,3.819752289,170360,1.759941629,3.097394538,4.205698764,7,7,1,2252612,13,13.2226579,170360,4.312905208,18.60115133,13.90826493,23,23,0,3888547,22,22.82546997,170360,9.253988266,85.63629913,24.63002968,52,52,9,080698b7,11,11,0.05419663,0.031023184
