kid_id,max_movement_day,min_movement_day,median_movement_day,std_movement_day,range_movement_day,max_movement_night,min_movement_night,median_movement_night,std_movement_night,range_movement_night,avg_light_day,max_light_day,min_light_day,median_light_day,std_light_day,range_light_day,avg_light_night,max_light_night,min_light_night,median_light_night,std_light_night,range_light_night,non_wear_rate,max_avg_movement_10min_mean,max_avg_movement_10min_max,max_avg_movement_10min_min,max_avg_movement_10min_median,max_avg_movement_10min_std,max_avg_movement_30min_mean,max_avg_movement_30min_max,max_avg_movement_30min_min,max_avg_movement_30min_median,max_avg_movement_30min_std,max_avg_movement_60min_mean,max_avg_movement_60min_max,max_avg_movement_60min_min,max_avg_movement_60min_median,max_avg_movement_60min_std
38cccd6d,2.7328243,0.0,0.015295434,0.102619745,2.7328243,0.53257596,0.0,0.0005414748,0.015198233,0.53257596,18.668062,2600.6,0.0,3.1286397,98.25202,2600.6,8.051216,52.29839,0.0,3.0022352,11.268531,52.29839,0.053373231773667,0.302109011916861,0.548484275195127,0.0055764313796923,0.330461911549113,0.146942501512031,0.23090920182088,0.468740747988017,0.0041732866523994,0.2269889599754,0.12969331768866,0.181663325814407,0.450302595670413,0.0032798517843022,0.161835572321305,0.113980872139396
19098ef0,2.6983228,0.0,0.0064096814,0.037388388,2.6983228,0.3391039,0.0,0.006312484,0.0077658254,0.3391039,37.655857,2610.2,0.0,1.9315886,218.60364,2610.2,5.2307,46.25,0.0,1.9167736,8.181014,46.25,0.695563334728511,0.0499975503735011,0.286795511108843,0.0020478214302177,0.0137556592312952,0.0799278410927831,0.0386152276874708,0.241470120619768,0.0016962772259527,0.013670536403596,0.0626005130407283,0.0330071820963441,0.214366242363029,0.0013233561937037,0.0135469335810437,0.0543540195207236
cb3b7c3c,4.597887,0.0,0.025265383,0.12418875,4.597887,2.1573663,0.0,0.005907459,0.027030632,2.1573663,89.56237,2637.5,0.0,7.4619427,317.4302,2637.5,14.372141,978.2,0.0,8.245611,20.689632,978.2,0.0177189144917548,0.346643883197525,0.76225089574679,0.148709535706439,0.289674075587148,0.151401268308232,0.239155928117871,0.469691292288978,0.104673310706858,0.201444564287984,0.115611646875675,0.177229887980396,0.402312688248968,0.0788531956652978,0.14063037051067,0.0829261528702861
11739de2,0.8088796,0.0,0.016513014,0.028639913,0.8088796,0.18278535,0.0,0.027124291,0.020180106,0.18278535,12.779047,346.6,0.0,4.284139,29.524729,346.6,18.251186,253.68147,5.995936,16.252813,10.247893,247.68553,0.0,0.0520660685662509,0.0827106143609853,0.0310452656509976,0.0489438969952365,0.0221749932205656,0.0431493438673922,0.0596910548313139,0.0214122699024402,0.0457470253679074,0.015912529920051,0.0378367215254817,0.0532105006024115,0.0184270724204733,0.0398546565395211,0.0143902264787899
fdc11b96,4.4272423,0.0,0.013145361,0.10732922,4.4272423,1.1347687,0.0,0.0003188823,0.019288369,1.1347687,64.06168,2649.3333,0.0,4.5069437,285.33322,2649.3333,6.194202,74.0,0.0,4.459095,6.366555,74.0,0.124914108492581,0.280727838120482,0.703732293533782,0.0,0.265244671859061,0.150352927924989,0.171987434730165,0.404870669068098,0.0,0.158767432211284,0.091667027481064,0.127082884411346,0.308598451101312,0.0,0.113073941354545,0.0664616688113861
6247cc15,3.9909174,0.0,0.024748685,0.12597258,3.9909174,2.109137,0.0,0.024663381,0.068450026,2.109137,32.185352,2645.0,0.0,7.632768,137.0837,2645.0,11.128793,2053.4,0.0,5.1125536,38.50272,2053.4,0.0,0.321754989214011,0.592398255947046,0.0399114710835268,0.306964356981916,0.114784152117575,0.20831552567613,0.394453060737578,0.0300607303932345,0.211838090339249,0.0822016756362997,0.161701552959704,0.277133331430836,0.0864596415759413,0.155004785150676,0.0472050413690088
1911731d,3.115641,0.0,0.007911828,0.092712045,3.115641,0.50216687,0.0,0.001224628,0.009988973,0.50216687,17.973967,2543.8,0.0,5.142857,62.57645,2543.8,11.392488,110.69734,0.0,4.8901296,17.903292,110.69734,0.180041174154972,0.266624806889014,1.00870234712299,0.0012811027457549,0.22252007197967,0.202662773537364,0.152070993825728,0.371068811305498,0.0012495118924157,0.130489613046772,0.0866575423242438,0.105711280837534,0.232330420068999,0.0012299895676228,0.089633799442477,0.0567123740162737
f8ff0bc8,1.7864101,0.0,0.024576683,0.06876134,1.7864101,0.03593806,0.00441499,0.022767048,0.013126153,0.03152307,35.43162,1526.6,0.0,13.681682,77.97496,1526.6,6.8904366,11.999946,1.6711147,6.577255,4.0730987,10.328831,0.0,0.0707869361742686,0.0824912051553838,0.0590826671931533,0.0707869361742686,0.0165523359307559,0.0456849399329359,0.0458575256691094,0.0455123541967623,0.0456849399329359,0.0002440730887687,0.1302454701712827,0.33218964409745055,0.024338867326009005,0.11557815376872421,0.08296865913162402
080698b7,4.3045406,0.0,0.022866603,0.11257634,4.3045406,0.30062953,0.0,0.024562709,0.030850375,0.30062953,112.0515,2631.75,0.0,11.0,363.75836,2631.75,24.401937,66.67085,0.0,25.717604,10.377016,66.67085,0.0,0.223400743899453,0.618945566083615,0.0244651050958661,0.17760874441689,0.176385423847056,0.143560699772331,0.410692273296445,0.0173875307710786,0.125954912571615,0.112207375122988,0.110107640093038,0.296547160840904,0.0139401990135058,0.0898810763312363,0.0766578864862835
7dc65b92,4.678866,0.0,0.017462935,0.11949347,4.678866,1.5401561,0.0,0.0017379466,0.023709944,1.5401561,153.02441,2649.0,0.0,7.1876326,430.61246,2649.0,8.594108,271.25,0.0,4.464666,8.6661005,271.25,0.0355615057413106,0.306610850536885,0.619933241194425,1.61294440677769e-05,0.289216507935877,0.136270525315504,0.203895356311158,0.493031316736516,7.48275058128911e-06,0.174154027954137,0.102694211886009,0.169645126203305,0.426904942036547,4.1750757993163e-06,0.132272151930883,0.0910291495303136
7b8842c3,2.774382,0.0,0.022150904,0.094777115,2.774382,0.15369663,0.0,0.034118578,0.023517277,0.15369663,5.239491,1046.8,0.0,3.0,15.342341,1046.8,3.348407,694.0,0.0099726515,2.7351868,17.570362,693.99005,0.0,0.076682131922162,0.182350493638372,0.0381923417444341,0.0636367265445491,0.0419270496831718,0.0596011768910422,0.10557949002868,0.0268417642971346,0.0543529461693349,0.0276874587890654,0.046146306614193,0.0841582363462395,0.019888093187069,0.0458720020988646,0.020725477781087
fc8e4de4,4.440882,0.0,0.033347063,0.15999034,4.440882,2.2998765,0.0,0.021243695,0.0653083,2.2998765,45.038815,2638.0,0.0,7.5,208.7657,2638.0,8.659384,400.2,0.0,5.0,11.196744,400.2,0.0,0.394341095296985,0.749607540761645,0.0411530640576946,0.386008084161828,0.195057623728847,0.249777199694929,0.422797606687901,0.0291492602793179,0.255660651739405,0.108923965539033,0.175654953635892,0.268280009357554,0.0233758449215821,0.196542744542209,0.0635558248624068
6d707ac3,1.8141345,0.0,0.011262178,0.043956295,1.8141345,1.9014819,0.0,0.0066943397,0.029370973,1.9014819,44.8135,2617.6,0.0,8.439642,197.71857,2617.6,20.414425,363.8,0.0,8.550459,25.31929,363.8,0.0,0.104164161085651,0.255625016874789,0.0407778547455867,0.0995994265297971,0.0486316876393365,0.0643418675153206,0.118534767344762,0.0315641784789311,0.0626077638319354,0.0247024686694755,0.0481109400583558,0.0915079913670221,0.0253023362767231,0.0476294132629417,0.0184209935190073
ac3ba541,7.003216,0.0,0.040691197,0.19946164,7.003216,3.4102974,0.0,0.020024216,0.114419125,3.4102974,41.95894,2623.4,0.0,6.830846,183.30458,2623.4,14.634275,2054.4,0.0,4.580986,49.741886,2054.4,0.0,0.538454813711764,1.0453782963256,0.155773424093301,0.502080770255998,0.230216547992251,0.386042387090285,0.857118135715266,0.0911884894074724,0.341241698149437,0.193161864328635,0.284082701802862,0.648972967796241,0.070796504245704,0.265042913531215,0.140086066689901
f5ad7abc,3.1406918,0.0,0.016346656,0.10423172,3.1406918,2.2212613,0.0,0.0051466664,0.0271499,2.2212613,25.24224,2626.4,0.0,10.647341,64.45508,2626.4,25.256783,326.81168,0.0,8.28598,52.6367,326.81168,0.0882641585503003,0.318581697884821,0.76880035183082,0.0199313630194714,0.277634563855827,0.190435963834136,0.209474432907877,0.461675389611102,0.0169871119730588,0.192405379510536,0.11031921115066,0.149737159832692,0.298441026876459,0.0168268999705712,0.150155068968646,0.0708453291877397
ebd6f819,5.0629454,0.0,0.029420128,0.15339361,5.0629454,3.769716,0.0,0.0063105114,0.08225199,3.769716,50.5859,2657.5,0.0,6.0851064,246.017,2657.5,6.8983655,111.4,0.0,1.9569743,11.429288,111.4,0.0,0.390950438959165,0.663506074001392,0.119641698052389,0.400497459332109,0.174519934463381,0.253279164400045,0.426718228299999,0.0471314866552247,0.266987834603343,0.116163299917995,0.184721685639069,0.321614791375598,0.032802494608049,0.186425609261344,0.0816083146399813
3f1cf5ba,2.6552095,0.0,0.018406158,0.0927259,2.6552095,1.91995,0.0,0.001435347,0.025756106,1.91995,8.65177,2311.0,0.0,3.5,28.669983,2311.0,6.963892,81.0,0.0,4.5887327,7.801571,81.0,0.0019550136007494,0.228220773198702,0.324045345565537,0.1428616852907,0.236313853407046,0.0474372067600753,0.151892542277574,0.247892458480136,0.0853063226549761,0.157483789156608,0.038613007852937,0.118932615288486,0.19653564320344,0.0668279374288819,0.11930176033226,0.0332289086250112
4442c376,4.1095304,0.0,0.021924736,0.12244021,4.1095304,1.6139446,0.0,0.0051875566,0.019279547,1.6139446,9.660146,2634.0,0.0,3.7141523,31.785536,2634.0,5.6193438,217.4,0.0,3.9126458,5.429046,217.4,0.148569023569024,0.350767578633907,0.938683554964761,0.0221950934578975,0.268721493267609,0.237056098580489,0.244293262060005,0.645387478126213,0.0219279847521749,0.184327905931665,0.176450509341924,0.174101719296666,0.379712614472889,0.0219142847797937,0.153484467656623,0.105026123440355
3c8f474a,4.163159,0.0,0.010056192,0.121968225,4.163159,1.540699,0.0,0.00088432734,0.026310846,1.540699,47.44596,2641.2,0.0,7.769532,199.41273,2641.2,9.495734,2278.6,0.0,5.8512344,16.084007,2278.6,0.0691164246247127,0.375270920717664,0.710957106070904,0.0113037956490492,0.246232090025054,0.240506641584724,0.252014890655908,0.589454243690448,0.0068070726562938,0.151654031721248,0.185783504793501,0.176254392955544,0.459918420821325,0.0037680412004023,0.13143981128203,0.126009661547004
83846d0c,7.0689898,0.0,0.030430702,0.26612565,7.0689898,1.6939828,0.0,0.0032762645,0.033798896,1.6939828,98.003494,2640.2,0.0,8.0,345.57196,2640.2,5.6713977,78.0,0.0,4.085016,4.597127,78.0,0.0352312292425474,0.793269155416997,1.34515803782269,0.27410634670717,0.836472374406488,0.270167498018973,0.519873171466565,0.956370594555564,0.215956415713299,0.489467759739111,0.185858993365464,0.384881169944982,0.841630826365144,0.165356120166527,0.336882123196321,0.161049843286224
001f3379,2.952888,0.0,0.0099108,0.028542245,2.952888,0.2799964,0.0,0.00962089,0.005808563,0.2799964,22.838676,2597.8,0.0,0.9911557,112.75319,2597.8,2.0932283,17.24322,0.14941752,0.7601298,3.0963583,17.093801,0.648543375816103,0.0707055082335905,0.344926339698335,0.0096838728369524,0.0121202640041399,0.0934956521315922,0.0431245827321628,0.150011864506658,0.0096575384752617,0.0118982194017412,0.0494162134625999,0.0312965841259539,0.0982115641536137,0.0096204706985089,0.0115094546610231,0.0314263796873959
948e1435,3.579025,0.0,0.013287566,0.06763145,3.579025,0.84068763,0.0,0.001164872,0.023207165,0.84068763,34.684284,2625.5,0.0,6.529789,173.94719,2625.5,9.87547,326.4,0.0,4.6111145,14.147085,326.4,0.101650683421517,0.228520190746061,0.434122407569036,0.0236207062223305,0.200357079236528,0.118458022935041,0.120411039078321,0.207924731392809,0.0234243098801623,0.12811538360023,0.0521001032401423,0.0861188348062377,0.183086227073363,0.0202355390078285,0.0817532214335693,0.0371508717047803
bd4ccd4c,3.3950686,0.0,0.020332582,0.10301586,3.3950686,0.33670485,0.0,0.006719186,0.029536828,0.33670485,102.618004,2644.5,0.0,7.5,349.75464,2644.5,8.900295,40.296833,0.14812067,4.6427445,9.246036,40.148712,0.0,0.218977007053566,0.600542358258584,0.0224309655173177,0.20443416852504,0.156166832866436,0.157574118954957,0.44396427878245,0.0190646281820945,0.163942808819303,0.110909777283217,0.123616761580736,0.343770220565471,0.0265596324672768,0.113642715000563,0.0866604838073222
5ee595e8,3.4231596,0.0,0.019665144,0.12008331,3.4231596,0.61849654,0.0,1.2119611e-07,0.014230193,0.61849654,46.159542,2648.0,0.0,6.5142856,214.39586,2648.0,7.3160505,143.66667,0.0,5.0859795,6.615173,143.66667,0.081188787086768,0.371448888466394,0.76727644278047,0.176235931851746,0.379001104195292,0.142762978941983,0.265714368947054,0.479718764119187,0.089286228345049,0.27524611005295,0.0993554643878885,0.200091700345548,0.353551474393559,0.0836229792864591,0.190612233513331,0.0661291963133148
b9c085ab,4.118113,0.0,0.022728462,0.13001671,4.118113,1.6414177,0.0,0.0012682339,0.0228106,1.6414177,71.75719,2600.75,0.0,10.645162,242.48067,2600.75,51.01396,699.45233,0.4057637,18.72543,100.3492,699.0466,0.0490669195074757,0.333933690567485,0.761965258830848,1.59435802515873e-07,0.286868410167517,0.170325171100991,0.219185373615983,0.498501092151208,1.00394090117738e-07,0.19839761901678,0.10838121382391,0.169954949117965,0.388440697412039,7.0713184325339e-08,0.158128935274443,0.0817729122656306
2bac0893,5.0963035,0.0,7.848183e-05,0.09231852,5.0963035,0.88949555,0.0,2.0533005e-05,0.018814107,0.88949555,36.303074,2640.25,0.0,8.892954,152.84068,2640.25,18.165648,1054.2,0.0,6.8954134,37.810463,1054.2,0.421594114985027,0.219621487676715,0.646006367433195,2.45795181854191e-05,0.134297402778733,0.216275577819975,0.157351892377682,0.429199768666068,2.24341307961772e-05,0.0860581067362697,0.155486732774683,0.103385205450908,0.296537461956096,2.18392030395383e-05,0.0788282295843323,0.101350966240431
5ddbac80,1.5846726,0.0,0.038920447,0.059949152,1.5846726,0.18219991,0.0,0.009548707,0.021471297,0.18219991,13.101926,1354.4,0.0,6.023841,30.839735,1354.4,15.19235,42.972183,0.66253775,15.889664,7.028717,42.309647,0.0,0.0888218455401494,0.157629062378934,0.0161809054394704,0.0960757597142523,0.0489503392737969,0.0768816498022808,0.128583295272094,0.015505365168307,0.0918448801357146,0.0399005739911705,0.0661610606060944,0.103691907833489,0.0092361090063026,0.0822108115331604,0.0335394087764878
e4762a2b,3.0800757,0.0,0.035781514,0.22299148,3.0800757,0.42221415,0.0,0.016583813,0.042080604,0.42221415,150.83633,2638.75,0.0,8.661955,430.44028,2638.75,5.8885555,13.662113,1.5,1.8606299,4.6811457,12.162113,0.0,0.348127646819436,0.373766311527288,0.330263110110536,0.340353518820484,0.0227697152591921,0.220369494021002,0.246548087159883,0.20001598455728,0.214544410345843,0.0238066764379608,0.186585598270036,0.198511384929589,0.172878233079339,0.188367176801182,0.0129091105422283
2f154763,2.0327532,0.0,0.022333004,0.12150583,2.0327532,0.12853545,0.0,0.0,0.020017872,0.12853545,7.6293173,416.0,0.0,3.3333333,15.383062,416.0,0.6891331,0.8605743,0.5176919,0.6891331,0.09901109,0.3428824,0.0,0.278441306869612,0.302618214896484,0.25426439884274,0.278441306869612,0.0341913112278493,0.201973444971122,0.204933319253269,0.199013570688976,0.201973444971122,0.0041858943527306,0.147565826627846,0.157423117951777,0.137708535303915,0.147565826627846,0.0139403150785657
0983654b,4.617891,0.0,0.04306962,0.20190364,4.617891,0.32707202,0.0,0.0047302325,0.024849305,0.32707202,131.65366,2615.5,0.0,17.4,361.09918,2615.5,26.402485,62.2821,0.45632344,25.833471,17.077076,61.82578,0.0,0.294559601840042,0.789875107134382,0.0537428557653281,0.196106169794803,0.274328738137876,0.210405841798367,0.721867640273558,0.0312290339507651,0.116677086051559,0.236558153483533,0.183613367212307,0.458964384464432,0.0232357415781379,0.116123768282139,0.161146454125566
f6d879aa,3.9103646,0.0,0.0057053566,0.09246864,3.9103646,3.5507183,0.0,0.00067124685,0.0304845,3.5507183,34.82709,2640.6,0.0,9.635115,158.48618,2640.6,10.370809,171.33333,0.0,7.597349,10.822883,171.33333,0.0285312375768325,0.244430878971923,0.47283686317193,0.025390080967918,0.246934883884872,0.105668774282711,0.154435974996318,0.358038713234257,0.0253111556844993,0.1506939975525,0.07171039993684,0.119403389843662,0.267148824117976,0.0252179851134618,0.108485240075621,0.0531280094976052
c5cfaeae,3.267155,0.0,0.034514546,0.144615,3.267155,0.7268286,0.0,0.008997783,0.04747868,0.7268286,71.87443,2606.2,0.0,12.244186,225.34325,2606.2,46.575317,632.2199,0.005587841,10.57574,111.29158,632.2143,0.0,0.392106178320476,0.602264223527163,0.0181276124982408,0.46881320387353,0.185081284941312,0.258794440665923,0.429304169261337,0.0175229806949801,0.294285882669,0.105569477954512,0.206417149450452,0.311661381425155,0.0372845966005116,0.204631407043133,0.0634605900785295
a9b84b96,3.5794957,0.0,0.018757196,0.112324946,3.5794957,1.1406355,0.0,0.002381694,0.028120587,1.1406355,12.306778,2520.8,0.0,5.305749,33.52387,2520.8,14.259935,181.0,0.0,5.448452,27.968401,181.0,0.0380999217378429,0.302468897553129,0.537808108919611,3.66794068137703e-06,0.313767509969572,0.12368361458404,0.205107892355764,0.399391412220333,2.18498815785198e-06,0.196195499188293,0.0900082208703555,0.160823765175042,0.308977791709822,1.21877755484926e-06,0.165954156770441,0.0637571627712221
cd703872,3.9124746,0.0,0.010084255,0.0936561,3.9124746,0.2118626,0.0,0.0007386528,0.0091765635,0.2118626,52.476654,2651.8,0.0,4.5,226.65935,2651.8,6.1726823,31.6036,0.15882051,4.6929684,6.3901505,31.444778,0.0118895141988486,0.234175835433089,0.414038776571397,0.144592441664524,0.209549327134543,0.0830702406097302,0.155182721387611,0.364791278221067,0.108526283677722,0.125087280852882,0.0781012103432607,0.115617124682027,0.279110522304988,0.0825932122265878,0.0967200231106309,0.0593122850850986
898096eb,5.612323,0.0,0.029255256,0.2164551,5.612323,0.34121427,0.0,0.0072529116,0.023948573,0.34121427,59.678844,2634.8,0.0,9.0,239.21968,2634.8,12.753679,58.441257,0.0,6.826008,13.807575,58.441257,0.0,0.53851713181016,1.07688880998952,0.0550560104195029,0.553039872316488,0.279703763104465,0.321157132132622,0.674272260244887,0.0458159408894264,0.329852710150327,0.157929637167674,0.230593826430272,0.446546002429706,0.0364052813823542,0.250589573568363,0.0997530517149055
14391970,4.533949,0.0,0.026797786,0.1878971,4.533949,0.73557377,0.0,0.0079778,0.034386378,0.73557377,40.72744,2624.6,0.0,8.4,170.00468,2624.6,13.237421,212.0,0.0,6.2425876,24.90405,212.0,0.0,0.323471257693905,0.831955317304422,0.0316469367608079,0.209948074263161,0.272280735487005,0.205788527733861,0.649799091839168,0.0278935753779175,0.134067506417018,0.171964705586966,0.145265523711882,0.453439593666696,0.026541981364446,0.110914360577818,0.109242623237565
677038b5,3.1032891,0.0,0.024803666,0.10038025,3.1032891,1.0572623,0.0,0.009874292,0.045147654,1.0572623,123.60522,2637.0,0.0,10.187037,408.43173,2637.0,13.116286,2493.2,0.0,5.616121,54.313423,2493.2,0.0,0.201818950012366,0.516895025987954,0.0357080017677163,0.17204723797953,0.116010760967243,0.144318805775867,0.325702198594891,0.0184033291665238,0.127332922539394,0.0797740031822813,0.118312749234605,0.300210939129809,0.0505434424045941,0.10061013955015,0.0615557469446307
ea544af3,2.065887,0.0,0.0001823769,0.041180465,2.065887,0.25738317,0.0,0.0,0.006845524,0.25738317,22.39808,2593.5,0.0,8.620148,56.904514,2593.5,27.277966,1963.6,0.0,8.3909645,65.29002,1963.6,0.411605183937956,0.0967520783401508,0.263527061518683,6.2445800116014e-08,0.104930812941166,0.0773421820309663,0.0610642898947857,0.155524087298495,3.52528357123245e-08,0.0759188297629951,0.0466971988585612,0.0437244470794502,0.100460152873686,1.76264178561622e-08,0.0536614425671383,0.0321520659399311
ec6b57b4,3.0281641,0.0,0.016022861,0.10433568,3.0281641,1.4889256,0.0,0.0013093501,0.018432615,1.4889256,10.453652,2529.4,0.0,5.749138,29.763325,2529.4,10.1738405,183.6,0.0,6.4423575,10.080508,183.6,0.0066084229390681,0.257744694958923,0.350473272055388,0.188758673207485,0.220658670645207,0.0749000595424756,0.159136097387823,0.264632137827074,0.0945926554397981,0.120368623579513,0.0718824698134104,0.12480016111315,0.256548150188246,0.0646857203048646,0.0950838558077117,0.0679434208249122
69b65679,0.8122593,0.0,0.0024923082,0.011543678,0.8122593,0.09051454,0.00026681463,0.0030138986,0.0024306169,0.09024773,9.500899,70.0,0.0,10.5,3.1088555,70.0,8.808324,10.5,0.22254248,10.5,3.7828841,10.277457,0.693265322076298,0.032202340887549,0.147536444757134,0.002704495168291,0.0064841921130816,0.0538894142959437,0.0176025210534655,0.0744648576817579,0.0022949122160854,0.0061311052116151,0.0262355306739106,0.0141265001523794,0.0576535009287505,0.0021950630440389,0.0060081243010548,0.0199106123876278
e4d396d7,5.2552123,0.0,0.013717165,0.18618156,5.2552123,1.543603,0.0,0.00018091578,0.020849496,1.543603,17.071657,2528.0,0.0,5.480268,43.783894,2528.0,12.563432,169.56154,0.0,5.1875687,22.778019,169.56154,0.0573109621056714,0.546606531910749,0.960485555029785,0.0001271928681489,0.601816868527476,0.240708829846241,0.373194679482668,0.670898498559836,0.0001127182995029,0.380448439430297,0.180872833284694,0.28908905075437,0.605375950845859,9.56831143699649e-05,0.260815926552489,0.160744457362854
eb93a46a,4.267215,0.0,0.027079947,0.14831696,4.267215,1.0984973,0.0,0.009476976,0.050216395,1.0984973,145.7807,2641.2,0.0,7.6510205,453.18417,2641.2,23.522482,425.6,0.0,14.920251,20.225483,425.6,0.0,0.30591523062467,0.686351906694472,0.0793128833691905,0.306778859890377,0.164229904403961,0.19820703087095,0.430486841139969,0.0485710599569656,0.191622452910653,0.10580067978974,0.163384571300885,0.352640711930063,0.0670847091614396,0.14897493635217,0.0747727104843696
9eb283e4,0.9631201,0.0,0.022732476,0.059719622,0.9631201,0.6870004,0.0,0.018796284,0.048947852,0.6870004,21.36686,2463.0,0.0,5.923077,113.1463,2463.0,3.8597455,359.4,0.0,2.4621398,15.169378,359.4,0.0,0.0863105780154001,0.172859201719984,0.0100542299249961,0.0803755325284631,0.0551529714818105,0.0712366985666843,0.140221626484532,0.0319434540225757,0.0564619095984502,0.0449298818753861,0.0625107576999301,0.0960273226978719,0.0311161511372202,0.0614497784823142,0.0294797792973998
aa1700c7,3.8110235,0.0,0.00011151652,0.07352668,3.8110235,0.92539734,0.0,0.0,0.0067764036,0.92539734,12.169452,2534.2,0.0,5.1602316,44.740513,2534.2,6.595984,38.758118,0.0,3.919979,8.056932,38.758118,0.558332024912336,0.174864913403316,0.391329121838013,1.38707890907123e-05,0.212483534356579,0.13197825596964,0.118659511760012,0.269304014668645,4.92111957126124e-06,0.139209076900619,0.093337873334903,0.0945410412204299,0.232955387578133,3.8684203767995e-06,0.104737008513601,0.0784383696639966
154d1191,4.136937,0.0,0.025013912,0.1591836,4.136937,1.3335166,0.0,0.004340303,0.037154246,1.3335166,16.302355,2632.6,0.0,6.0623446,54.378532,2632.6,14.083755,59.695576,0.0,8.162692,15.935228,59.695576,0.123360066495934,0.486874879246087,0.79489701987283,0.255752993945498,0.496084019599948,0.159302961664438,0.301104548782498,0.520662034284194,0.13010552315617,0.304003771300712,0.104520327634105,0.206952651610704,0.318523660488408,0.0959172770329865,0.207992763534033,0.0626732446864641
04afb6f9,2.5923097,0.0,0.0162003,0.070443384,2.5923097,1.3766958,0.0,0.0021428713,0.02642987,1.3766958,16.477264,2584.0,0.0,7.4444447,44.640625,2584.0,14.228717,176.6,0.0,8.3652525,17.118486,176.6,0.0307901542852047,0.172273514592425,0.326548118183564,0.0040251350360146,0.166926729485082,0.0697461961484694,0.114972479917122,0.179856261459483,0.003911296005309,0.118154956290174,0.039379465817791,0.0904731707359214,0.131081890319991,0.003833340094166,0.0930145459967352,0.0297628505804652
6197a2ce,5.38026,0.0,0.01587557,0.13129683,5.38026,2.3859534,0.0,0.0011048545,0.024775447,2.3859534,32.07006,2613.8,0.0,12.8368025,101.76214,2613.8,24.968885,223.8,0.0,18.689625,21.76118,223.8,0.0625518740171239,0.338652084692891,0.774087571538985,0.0249407860654789,0.299969900715708,0.20785095380974,0.235394150650649,0.657817785625028,0.0152078515643047,0.184458363615731,0.158936575546009,0.167505710600422,0.408762081904792,0.0150990335839904,0.140827133500001,0.103021389057011
b41cee02,0.8835434,0.0,0.0013776256,0.016330104,0.8835434,0.04547999,1.2372732e-05,0.0011188206,0.0013360761,0.04546762,5.605853,2438.8,0.0,2.4715233,15.308863,2438.8,2.4986136,15.939567,0.12815757,0.8857181,3.1420407,15.811409,0.803015887174303,0.0256831448052165,0.162500926755214,0.0002358193697242,0.0046577784376495,0.0472320691858662,0.0167072579670465,0.0986942206750731,0.0002049814888879,0.0030088168685324,0.0300306906867977,0.0127319907064246,0.0807626541981676,0.0001800036296723,0.0025506558247596,0.0229837405602959
24398aed,1.1147494,0.0,0.0036209463,0.0052050613,1.1147494,0.11405404,0.0,0.0035263118,0.0025667786,0.11405404,3.6862123,270.8,0.0,0.9979831,15.853074,270.8,1.8957206,7.4511666,0.07466999,1.0595101,2.3514931,7.376497,0.851262233996931,0.0109863000647553,0.0910659997879217,0.0012405354781852,0.0078977269236929,0.0174974358514471,0.0081806455464991,0.0530609502987823,0.0012179761901885,0.007752169169382,0.0097268085373572,0.0069638738127899,0.0318501447067579,0.0011970572224527,0.0061537454179213,0.0057452949324694
f3020788,1.5568165,0.0,0.00045186718,0.0410328,1.5568165,1.5380793,0.0,0.00013401508,0.025894182,1.5380793,26.971506,2613.0,0.0,4.121896,142.20024,2613.0,5.3624215,153.2,0.0,2.317304,8.713015,153.2,0.399501146774956,0.0980605055083001,0.19886470704029,0.0,0.131658051609217,0.083948314686245,0.0751536289150804,0.167069286035581,0.0,0.0998335515577714,0.0651383712028161,0.059348070034602,0.128125852714734,0.0,0.080055791276234,0.0515493873901629
a922ef3f,2.3982723,0.0,0.0030235038,0.044182815,2.3982723,0.680337,0.0,0.00017165244,0.017000472,0.680337,3.7057352,174.0,0.0,1.3056575,6.990657,174.0,3.4059103,47.6,0.0,1.3609164,5.174771,47.6,0.582154374284823,0.100154203605459,0.251028747274055,5.17775081486131e-05,0.0624993968609488,0.0967920001821421,0.0616941917904577,0.163466023413012,1.7259169382871e-05,0.0469149585814092,0.0596956970632491,0.0437572722732377,0.103641692295923,1.23823318031353e-05,0.0381163226413495,0.0407819808116895
ce6eeadf,2.6185744,0.0,0.017988753,0.063031495,2.6185744,1.4029654,0.0,0.014947855,0.043121748,1.4029654,17.247385,2629.0,0.0,4.79683,76.78622,2629.0,16.035112,142.4,0.0,8.139489,21.267279,142.4,0.0,0.157053515856199,0.26911862436682,0.0522688095923513,0.158574197921068,0.0515049451741787,0.100933168649962,0.199953024815962,0.0469419655183123,0.101703712940353,0.0329001005450613,0.0747297633847544,0.12361402374626,0.0420290019127101,0.0757399677979322,0.0190896256289206
8078b7de,4.460166,0.0,0.019775225,0.13802281,4.460166,0.5663576,0.0,0.002183514,0.015190398,0.5663576,10.473223,2608.6,0.0,3.142857,56.776703,2608.6,4.724967,149.0,0.0,4.5347977,3.215675,149.0,0.0417107717122839,0.436400604721871,1.15659679199258,0.021978153505673,0.434916218181024,0.257583897140255,0.251898066836997,0.519057898150317,0.019933871500608,0.234298552266192,0.117848210278241,0.188453130023929,0.447739475080258,0.0195414283364597,0.179303488020591,0.0875095064957791
